Area_Name,Year,Auto_Theft_Stolen,CPA_Cases_Registered,Victims_Total,Cases_Property_Stolen,Rape_Cases_Reported
Tamil Nadu,2002.0,4677.0,,,1,
Tripura,2002.0,73.0,,,541,
Uttar Pradesh,2002.0,5689.0,,,16,
Uttarakhand,2002.0,352.0,,,932,
West Bengal,2002.0,3438.0,,,408,
Andaman & Nicobar Islands,2003.0,5.0,,,29,
Andhra Pradesh,2003.0,4732.0,,,112,
Arunachal Pradesh,2003.0,50.0,,,772,
Assam,2003.0,756.0,,,1349,
Bihar,2003.0,1340.0,,,605,
Chandigarh,2003.0,566.0,,,0,
Chhattisgarh,2003.0,1131.0,,,1770,
Dadra & Nagar Haveli,2003.0,15.0,,,2540,
Daman & Diu,2003.0,27.0,,,8,
Delhi,2003.0,7688.0,,,65,
Goa,2003.0,134.0,,,10,
Gujarat,2003.0,7244.0,,,82,
Haryana,2003.0,3293.0,,,1184,
Himachal Pradesh,2003.0,218.0,,,3,
Jammu & Kashmir,2003.0,576.0,,,142,
Jharkhand,2003.0,347.0,,,581,
Karnataka,2003.0,4333.0,,,9,
Kerala,2003.0,1668.0,,,450,
Lakshadweep,2003.0,1.0,,,71,
Madhya Pradesh,2003.0,5208.0,,,1565,
Maharashtra,2003.0,9271.0,,,113,
Manipur,2003.0,124.0,,,426,
Meghalaya,2003.0,108.0,,,9,
Mizoram,2003.0,56.0,,,604,
Nagaland,2003.0,225.0,,,75,
Odisha,2003.0,1076.0,,,496,
Puducherry,2003.0,295.0,,,1787,
Punjab,2003.0,1427.0,,,37,
Rajasthan,2003.0,5267.0,,,427,
Sikkim,2003.0,3.0,,,3,
Tamil Nadu,2003.0,4581.0,,,2,
Tripura,2003.0,53.0,,,557,
Uttar Pradesh,2003.0,4720.0,,,22,
Uttarakhand,2003.0,369.0,,,1057,
West Bengal,2003.0,2581.0,,,502,
Andaman & Nicobar Islands,2004.0,9.0,,,23,
Andhra Pradesh,2004.0,4741.0,,,107,
Arunachal Pradesh,2004.0,75.0,,,771,
Assam,2004.0,894.0,,,1307,
Bihar,2004.0,2083.0,,,726,
Chandigarh,2004.0,674.0,,,0,
Chhattisgarh,2004.0,1316.0,,,1975,
Dadra & Nagar Haveli,2004.0,24.0,,,2732,
Daman & Diu,2004.0,12.0,,,11,
Delhi,2004.0,8924.0,,,56,
Goa,2004.0,125.0,,,4,
Gujarat,2004.0,6936.0,,,74,
Haryana,2004.0,3735.0,,,1273,
Himachal Pradesh,2004.0,213.0,,,8,
Jammu & Kashmir,2004.0,573.0,,,138,
Jharkhand,2004.0,718.0,,,723,
Karnataka,2004.0,5733.0,,,6,
Kerala,2004.0,1717.0,,,495,
Madhya Pradesh,2004.0,6246.0,,,64,
Maharashtra,2004.0,11307.0,,,1417,
Manipur,2004.0,109.0,,,144,
Meghalaya,2004.0,140.0,,,427,
Mizoram,2004.0,0.0,,,14,
Nagaland,2004.0,122.0,,,599,
Odisha,2004.0,1404.0,,,79,
Puducherry,2004.0,322.0,,,568,
Punjab,2004.0,1188.0,,,1592,
Rajasthan,2004.0,6395.0,,,23,
Sikkim,2004.0,6.0,,,500,
Tamil Nadu,2004.0,4005.0,,,0,
Tripura,2004.0,36.0,,,4,
Uttar Pradesh,2004.0,8452.0,,,541,
Uttarakhand,2004.0,471.0,,,23,
West Bengal,2004.0,2668.0,,,1302,
Andaman & Nicobar Islands,2005.0,6.0,,,555,
Andhra Pradesh,2005.0,5465.0,,,20,
Arunachal Pradesh,2005.0,119.0,,,60,
Assam,2005.0,957.0,,,761,
Bihar,2005.0,2134.0,,,1610,
Chandigarh,2005.0,579.0,,,725,
Chhattisgarh,2005.0,1619.0,,,0,
Dadra & Nagar Haveli,2005.0,22.0,,,2234,
Daman & Diu,2005.0,27.0,,,2984,
Delhi,2005.0,8883.0,,,7,
Goa,2005.0,195.0,,,63,
Gujarat,2005.0,7098.0,,,6,
Haryana,2005.0,5276.0,,,87,
Himachal Pradesh,2005.0,172.0,,,1315,
Jammu & Kashmir,2005.0,504.0,,,10,
Jharkhand,2005.0,773.0,,,167,
Karnataka,2005.0,5977.0,,,777,
Kerala,2005.0,1946.0,,,7,
Madhya Pradesh,2005.0,6551.0,,,662,
Maharashtra,2005.0,12213.0,,,95,
Manipur,2005.0,92.0,,,1404,
Meghalaya,2005.0,119.0,,,115,
Mizoram,2005.0,0.0,,,613,
Nagaland,2005.0,248.0,,,11,
Odisha,2005.0,1626.0,,,536,
Puducherry,2005.0,235.0,,,55,
Punjab,2005.0,1190.0,,,680,
Rajasthan,2005.0,6429.0,,,1619,
Sikkim,2005.0,5.0,,,27,
Tamil Nadu,2005.0,3583.0,,,554,
Tripura,2005.0,57.0,,,2,
Uttar Pradesh,2005.0,7619.0,,,4,
Uttarakhand,2005.0,521.0,,,515,
West Bengal,2005.0,2435.0,,,29,
Andaman & Nicobar Islands,2006.0,6.0,,,1412,
Andhra Pradesh,2006.0,5470.0,,,679,
Arunachal Pradesh,2006.0,74.0,,,21,
Assam,2006.0,1405.0,,,61,
Bihar,2006.0,2023.0,,,780,
Chandigarh,2006.0,529.0,,,1825,
Chhattisgarh,2006.0,2143.0,,,725,
Dadra & Nagar Haveli,2006.0,15.0,,,0,
Daman & Diu,2006.0,33.0,,,2270,
Delhi,2006.0,9402.0,,,3281,
Goa,2006.0,228.0,,,3,
Gujarat,2006.0,7191.0,,,67,
Haryana,2006.0,6588.0,,,4,
Himachal Pradesh,2006.0,216.0,,,92,
Jammu & Kashmir,2006.0,559.0,,,1488,
Jharkhand,2006.0,1229.0,,,9,
Karnataka,2006.0,6006.0,,,171,
Kerala,2006.0,2019.0,,,828,
Lakshadweep,2006.0,2.0,,,4,
Madhya Pradesh,2006.0,7651.0,,,1143,
Maharashtra,2006.0,12814.0,,,77,
Manipur,2006.0,119.0,,,1629,
Meghalaya,2006.0,135.0,,,151,
Mizoram,2006.0,68.0,,,751,
Nagaland,2006.0,155.0,,,7,
Odisha,2006.0,1571.0,,,533,
Puducherry,2006.0,320.0,,,69,
Punjab,2006.0,1545.0,,,662,
Rajasthan,2006.0,6977.0,,,1538,
Sikkim,2006.0,8.0,,,67,
Tamil Nadu,2006.0,3009.0,,,552,
Tripura,2006.0,28.0,,,3,
Uttar Pradesh,2006.0,8349.0,,,0,
Uttarakhand,2006.0,499.0,,,599,
West Bengal,2006.0,2714.0,,,36,
Andaman & Nicobar Islands,2007.0,8.0,,,1367,
Andhra Pradesh,2007.0,6309.0,,,734,
Arunachal Pradesh,2007.0,116.0,,,11,
Assam,2007.0,1801.0,,,56,
Bihar,2007.0,2393.0,,,709,
Chandigarh,2007.0,853.0,,,1949,
Chhattisgarh,2007.0,1933.0,,,524,
Dadra & Nagar Haveli,2007.0,19.0,,,0,
Daman & Diu,2007.0,28.0,,,1918,
Delhi,2007.0,8874.0,,,3680,
Goa,2007.0,220.0,,,2,
Gujarat,2007.0,8019.0,,,66,
Haryana,2007.0,6736.0,,,16,
Himachal Pradesh,2007.0,265.0,,,63,
Jammu & Kashmir,2007.0,514.0,,,1491,
Jharkhand,2007.0,1738.0,,,5,
Karnataka,2007.0,6073.0,,,241,
Kerala,2007.0,2110.0,,,872,
Lakshadweep,2007.0,2.0,,,7,
Madhya Pradesh,2007.0,8822.0,,,1817,
Maharashtra,2007.0,13910.0,,,63,
Manipur,2007.0,157.0,,,2007,
Meghalaya,2007.0,93.0,,,152,
Mizoram,2007.0,70.0,,,798,
Nagaland,2007.0,233.0,,,65,
Odisha,2007.0,1733.0,,,16435,
Puducherry,2007.0,498.0,,,443,
Punjab,2007.0,2062.0,,,5367,
Rajasthan,2007.0,7933.0,,,9695,
Sikkim,2007.0,11.0,,,1529,
Tamil Nadu,2007.0,2888.0,,,4812,
Tripura,2007.0,55.0,,,45,
Uttar Pradesh,2007.0,9485.0,,,39,
Uttarakhand,2007.0,545.0,,,19276,
West Bengal,2007.0,2424.0,,,572,
Andaman & Nicobar Islands,2008.0,11.0,,,15625,
Andhra Pradesh,2008.0,7848.0,,,6115,
Arunachal Pradesh,2008.0,60.0,,,596,
Assam,2008.0,1878.0,,,1919,
Bihar,2008.0,2675.0,,,3236,
Chandigarh,2008.0,1094.0,,,12868,
Chhattisgarh,2008.0,2118.0,,,5365,
Dadra & Nagar Haveli,2008.0,19.0,,,10,
Daman & Diu,2008.0,33.0,,,20263,
Delhi,2008.0,11027.0,,,39667,
Goa,2008.0,253.0,,,217,
Gujarat,2008.0,9943.0,,,271,
Haryana,2008.0,7893.0,,,878,
Himachal Pradesh,2008.0,329.0,,,163,
Jammu & Kashmir,2008.0,672.0,,,5550,
Jharkhand,2008.0,2471.0,,,528,
Karnataka,2008.0,9202.0,,,3023,
Kerala,2008.0,2001.0,,,14685,
Lakshadweep,2008.0,1.0,,,54,
Madhya Pradesh,2008.0,11029.0,,,16707,
Maharashtra,2008.0,16909.0,,,259,
Manipur,2008.0,297.0,,,24064,
Meghalaya,2008.0,132.0,,,1419,
Mizoram,2008.0,43.0,,,14245,
Nagaland,2008.0,251.0,,,49,
Odisha,2008.0,1975.0,,,19058,
Puducherry,2008.0,443.0,,,395,
Punjab,2008.0,2160.0,,,5555,
Rajasthan,2008.0,9496.0,,,10145,
Sikkim,2008.0,9.0,,,1647,
Tamil Nadu,2008.0,3747.0,,,4302,
Tripura,2008.0,65.0,,,72,
Uttar Pradesh,2008.0,10371.0,,,56,
Uttarakhand,2008.0,645.0,,,16625,
West Bengal,2008.0,2567.0,,,493,
Andaman & Nicobar Islands,2009.0,10.0,,,15616,
Andhra Pradesh,2009.0,8257.0,,,5962,
Arunachal Pradesh,2009.0,109.0,,,560,
Assam,2009.0,1709.0,,,2020,
Bihar,2009.0,3674.0,,,4374,
Chandigarh,2009.0,1117.0,,,13818,
Chhattisgarh,2009.0,2188.0,,,5432,
Dadra & Nagar Haveli,2009.0,23.0,,,12,
Daman & Diu,2009.0,31.0,,,20759,
Delhi,2009.0,13251.0,,,37443,
Goa,2009.0,346.0,,,255,
Gujarat,2009.0,11145.0,,,392,
Haryana,2009.0,8370.0,,,999,
Himachal Pradesh,2009.0,331.0,,,230,
Jammu & Kashmir,2009.0,881.0,,,5144,
Jharkhand,2009.0,2496.0,,,526,
Karnataka,2009.0,11020.0,,,2963,
Kerala,2009.0,2028.0,,,14292,
Lakshadweep,2009.0,5.0,,,64,
Madhya Pradesh,2009.0,10955.0,,,18599,
Maharashtra,2009.0,18236.0,,,270,
Manipur,2009.0,320.0,,,19329,
Meghalaya,2009.0,180.0,,,1257,
Mizoram,2009.0,77.0,,,12449,
Nagaland,2009.0,216.0,,,60,
Odisha,2009.0,2521.0,,,23042,
Puducherry,2009.0,502.0,,,370,
Punjab,2009.0,2842.0,,,5525,
Rajasthan,2009.0,11783.0,,,10104,
Sikkim,2009.0,10.0,,,1238,
Tamil Nadu,2009.0,5198.0,,,4170,
Tripura,2009.0,71.0,,,61,
Uttar Pradesh,2009.0,14378.0,,,46,
Uttarakhand,2009.0,702.0,,,15544,
West Bengal,2009.0,3618.0,,,458,
Andaman & Nicobar Islands,2010.0,22.0,,,19181,
Andhra Pradesh,2010.0,7422.0,,,5589,
Arunachal Pradesh,2010.0,139.0,,,616,
Assam,2010.0,600.0,,,1949,
Bihar,2010.0,4271.0,,,3863,
Chandigarh,2010.0,898.0,,,14180,
Chhattisgarh,2010.0,2139.0,,,4523,
Dadra & Nagar Haveli,2010.0,34.0,,,8,
Daman & Diu,2010.0,28.0,,,20328,
Delhi,2010.0,15031.0,,,36892,
Goa,2010.0,372.0,,,252,
Gujarat,2010.0,9829.0,,,322,
Haryana,2010.0,11398.0,,,1303,
Himachal Pradesh,2010.0,334.0,,,179,
Jammu & Kashmir,2010.0,968.0,,,5243,
Jharkhand,2010.0,2684.0,,,567,
Karnataka,2010.0,10639.0,,,3198,
Kerala,2010.0,1478.0,,,14875,
Madhya Pradesh,2010.0,12060.0,,,65,
Maharashtra,2010.0,18605.0,,,18213,
Manipur,2010.0,286.0,,,276,
Meghalaya,2010.0,152.0,,,12836,
Mizoram,2010.0,69.0,,,1277,
Nagaland,2010.0,277.0,,,12613,
Odisha,2010.0,2627.0,,,103,
Puducherry,2010.0,384.0,,,23162,
Punjab,2010.0,2713.0,,,388,
Rajasthan,2010.0,13109.0,,,5866,
Sikkim,2010.0,8.0,,,11113,
Tamil Nadu,2010.0,5205.0,,,1459,
Tripura,2010.0,50.0,,,5014,
Uttar Pradesh,2010.0,16705.0,,,53,
Uttarakhand,2010.0,853.0,,,27,
West Bengal,2010.0,4305.0,,,18994,
,,,,,493,
,,,,,18452,
,,,,,6558,
,,,,,636,
,,,,,1939,
,,,,,4374,
,,,,,16093,
,,,,,5010,
,,,,,5,
,,,,,22557,
,,,,,43629,
,,,,,244,
,,,,,393,
,,,,,610,
,,,,,172,
,,,,,5959,
,,,,,634,
,,,,,2587,
,,,,,17096,
,,,,,73,
,,,,,17530,
,,,,,260,
,,,,,19106,
,,,,,1500,
,,,,,14465,
,,,,,92,
,,,,,23395,
,,,,,531,
,,,,,6369,
,,,,,10812,
,,,,,1373,
,,,,,5600,
,,,,,74,
,,,,,50,
,,,,,17955,
,,,,,490,
,,,,,17834,
,,,,,8650,
,,,,,689,
,,,,,1901,
,,,,,5610,
,,,,,17008,
,,,,,5225,
,,,,,7,
,,,,,20660,
,,,,,46598,
,,,,,243,
,,,,,431,
,,,,,777,
,,,,,278,
,,,,,6743,
,,,,,466,
,,,,,2924,
,,,,,13361,
,,,,,77,
,,,,,15851,
,,,,,325,
,,,,,17557,
,,,,,1515,
,,,,,12124,
,,,,,101,
,,,,,23211,
,,,,,451,
,,,,,7820,
,,,,,11752,
,,,,,1234,
,,,,,5262,
,,,,,61,
,,,,,63,
,,,,,17498,
,,,,,486,
,,,,,18331,
,,,,,10513,
,,,,,807,
,,,,,1937,
,,,,,6173,
,,,,,14901,
,,,,,5043,
,,,,,17,
,,,,,21733,
,,,,,46250,
,,,,,290,
,,,,,470,
,,,,,740,
,,,,,324,
,,,,,6559,
,,,,,560,
,,,,,3945,
,,,,,16460,
,,,,,113,
,,,,,13651,
,,,,,392,
,,,,,17665,
,,,,,1369,
,,,,,12532,
,,,,,112,
,,,,,23856,
,,,,,513,
,,,,,7754,
,,,,,11795,
,,,,,1740,
,,,,,5381,
,,,,,87,
,,,,,43,
,,,,,17037,
,,,,,484,
,,,,,18047,
,,,,,11047,
,,,,,1077,
,,,,,1756,
,,,,,7067,
,,,,,14270,
,,,,,5317,
,,,,,20,
,,,,,22396,
,,,,,47498,
,,,,,454,
,,,,,500,
,,,,,732,
,,,,,358,
,,,,,6830,
,,,,,787,
,,,,,5171,
,,,,,18008,
,,,,,118,
,,,,,13217,
,,,,,411,
,,,,,19325,
,,,,,1500,
,,,,,13747,
,,,,,128,
,,,,,24324,
,,,,,445,
,,,,,8012,
,,,,,13206,
,,,,,1991,
,,,,,6079,
,,,,,54,
,,,,,49,
,,,,,18867,
,,,,,595,
,,,,,20557,
,,,,,12709,
,,,,,1135,
,,,,,2073,
,,,,,7269,
,,,,,17728,
,,,,,5327,
,,,,,8,
,,,,,24579,
,,,,,52664,
,,,,,446,
,,,,,658,
,,,,,734,
,,,,,329,
,,,,,7132,
,,,,,688,
,,,,,5468,
,,,,,19014,
,,,,,127,
,,,,,15019,
,,,,,499,
,,,,,21370,
,,,,,1532,
,,,,,17334,
,,,,,134,
,,,,,23922,
,,,,,381,
,,,,,7644,
,,,,,15221,
,,,,,1731,
,,,,,5792,
,,,,,63,
,,,,,41,
,,,,,21731,
,,,,,840,
,,,,,19574,
,,,,,12912,
,,,,,820,
,,,,,2517,
,,,,,7716,
,,,,,20576,
,,,,,5196,
,,,,,10,
,,,,,23260,
,,,,,50708,
,,,,,394,
,,,,,528,
,,,,,761,
,,,,,347,
,,,,,7115,
,,,,,711,
,,,,,5513,
,,,,,11817,
,,,,,62,
,,,,,15712,
,,,,,415,
,,,,,24983,
,,,,,1340,
,,,,,17133,
,,,,,121,
,,,,,26358,
,,,,,445,
,,,,,7860,
,,,,,15544,
,,,,,1481,
,,,,,5805,
,,,,,63,
,,,,,47,
,,,,,23088,
,,,,,1017,
,,,,,16725,
,,,,,16266,
,,,,,837,
,,,,,2490,
,,,,,7090,
,,,,,20093,
,,,,,4065,
,,,,,4,
,,,,,21523,
,,,,,52363,
,,,,,417,
,,,,,640,
,,,,,813,
,,,,,372,
,,,,,7572,
,,,,,534,
,,,,,5407,
,,,,,20981,
,,,,,53,
,,,,,14583,
,,,,,410,
,,,,,27487,
,,,,,1779,
,,,,,19388,
,,,,,143,
,,,,,25070,
,,,,,858,
,,,,,9778,
,,,,,18503,
,,,,,1948,
,,,,,9894,
,,,,,106,
,,,,,94,
,,,,,25170,
,,,,,1004,
,,,,,24410,
,,,,,10536,
,,,,,1573,
,,,,,3531,
,,,,,5764,
,,,,,21039,
,,,,,10442,
,,,,,12,
,,,,,37554,
,,,,,60173,
,,,,,455,
,,,,,713,
,,,,,1516,
,,,,,463,
,,,,,10167,
,,,,,651,
,,,,,5950,
,,,,,25326,
,,,,,129,
,,,,,24606,
,,,,,579,
,,,,,36711,
,,,,,2346,
,,,,,18204,
,,,,,110,
,,,,,28340,
,,,,,819,
,,,,,10269,
,,,,,19333,
,,,,,2055,
,,,,,8687,
,,,,,132,
,,,,,130,
,,,,,22681,
,,,,,951,
,,,,,24958,
,,,,,10266,
,,,,,1350,
,,,,,3637,
,,,,,7668,
,,,,,22219,
,,,,,11246,
,,,,,21,
,,,,,37451,
,,,,,57544,
,,,,,429,
,,,,,758,
,,,,,1499,
,,,,,529,
,,,,,9287,
,,,,,675,
,,,,,6038,
,,,,,22730,
,,,,,118,
,,,,,25825,
,,,,,619,
,,,,,27826,
,,,,,1939,
,,,,,19012,
,,,,,128,
,,,,,33315,
,,,,,776,
,,,,,10298,
,,,,,19211,
,,,,,1578,
,,,,,8592,
,,,,,132,
,,,,,107,
,,,,,20953,
,,,,,847,
,,,,,29407,
,,,,,10024,
,,,,,1392,
,,,,,3768,
,,,,,7211,
,,,,,22463,
,,,,,9843,
,,,,,14,
,,,,,35947,
,,,,,57118,
,,,,,423,
,,,,,728,
,,,,,2063,
,,,,,437,
,,,,,9462,
,,,,,720,
,,,,,6806,
,,,,,23652,
,,,,,127,
,,,,,24082,
,,,,,576,
,,,,,18012,
,,,,,1948,
,,,,,15618,
,,,,,175,
,,,,,32463,
,,,,,730,
,,,,,10575,
,,,,,21673,
,,,,,1775,
,,,,,10548,
,,,,,112,
,,,,,72,
,,,,,24902,
,,,,,846,
,,,,,28241,
,,,,,10821,
,,,,,1541,
,,,,,3621,
,,,,,7668,
,,,,,24265,
,,,,,10598,
,,,,,7,
,,,,,37646,
,,,,,65025,
,,,,,392,
,,,,,711,
,,,,,876,
,,,,,281,
,,,,,10415,
,,,,,730,
,,,,,5355,
,,,,,24551,
,,,,,168,
,,,,,22489,
,,,,,577,
,,,,,26487,
,,,,,2181,
,,,,,17679,
,,,,,172,
,,,,,32858,
,,,,,949,
,,,,,10589,
,,,,,20015,
,,,,,1796,
,,,,,10154,
,,,,,126,
,,,,,100,
,,,,,24493,
,,,,,854,
,,,,,26642,
,,,,,13584,
,,,,,1551,
,,,,,3544,
,,,,,8814,
,,,,,25185,
,,,,,10952,
,,,,,9,
,,,,,34691,
,,,,,70162,
,,,,,389,
,,,,,747,
,,,,,1270,
,,,,,492,
,,,,,11276,
,,,,,549,
,,,,,5700,
,,,,,19690,
,,,,,166,
,,,,,20352,
,,,,,640,
,,,,,23644,
,,,,,2186,
,,,,,15448,
,,,,,191,
,,,,,32815,
,,,,,871,
,,,,,12583,
,,,,,20326,
,,,,,1648,
,,,,,9688,
,,,,,152,
,,,,,144,
,,,,,24041,
,,,,,801,
,,,,,27217,
,,,,,16375,
,,,,,1752,
,,,,,3531,
,,,,,9625,
,,,,,23164,
,,,,,10564,
,,,,,19,
,,,,,35604,
,,,,,70004,
,,,,,538,
,,,,,758,
,,,,,1203,
,,,,,511,
,,,,,11465,
,,,,,657,
,,,,,7388,
,,,,,22623,
,,,,,216,
,,,,,17787,
,,,,,898,
,,,,,23845,
,,,,,1922,
,,,,,15721,
,,,,,223,
,,,,,32739,
,,,,,896,
,,,,,17809,
,,,,,19494,
,,,,,2201,
,,,,,9837,
,,,,,146,
,,,,,105,
,,,,,23713,
,,,,,845,
,,,,,26069,
,,,,,17536,
,,,,,2114,
,,,,,3808,
,,,,,10245,
,,,,,22130,
,,,,,12938,
,,,,,36934,
,,,,,71909,
,,,,,893,
,,,,,862,
,,,,,1281,
,,,,,576,
,,,,,12945,
,,,,,891,
,,,,,9213,
,,,,,25019,
,,,,,214,
,,,,,17875,
,,,,,744,
,,,,,26858,
,,,,,2185,
,,,,,17277,
,,,,,232,
,,,,,34242,
,,,,,871,
,,,,,13896,
,,,,,21324,
,,,,,2529,
,,,,,11111,
,,,,,138,
,,,,,107,
,,,,,24583,
,,,,,1021,
,,,,,28840,
,,,,,19382,
,,,,,2214,
,,,,,3694,
,,,,,10132,
,,,,,26727,
,,,,,12318,
,,,,,11,
,,,,,39064,
,,,,,78569,
,,,,,910,
,,,,,1238,
,,,,,1154,
,,,,,563,
,,,,,12182,
,,,,,813,
,,,,,9642,
,,,,,24813,
,,,,,222,
,,,,,19918,
,,,,,902,
,,,,,29291,
,,,,,2033,
,,,,,21809,
,,,,,238,
,,,,,33162,
,,,,,715,
,,,,,13289,
,,,,,23314,
,,,,,2275,
,,,,,10776,
,,,,,154,
,,,,,84,
,,,,,26693,
,,,,,1242,
,,,,,27407,
,,,,,19595,
,,,,,1804,
,,,,,4341,
,,,,,10989,
,,,,,30575,
,,,,,11943,
,,,,,58,
,,,,,37513,
,,,,,77240,
,,,,,698,
,,,,,895,
,,,,,1213,
,,,,,770,
,,,,,12250,
,,,,,807,
,,,,,9626,
,,,,,18178,
,,,,,163,
,,,,,21489,
,,,,,826,
,,,,,32243,
,,,,,1791,
,,,,,21586,
,,,,,219,
,,,,,36407,
,,,,,831,
,,,,,13694,
,,,,,22727,
,,,,,2055,
,,,,,10569,
,,,,,123,
,,,,,85,
,,,,,28118,
,,,,,1483,
,,,,,23839,
,,,,,23549,
,,,,,1709,
,,,,,3978,
,,,,,10318,
,,,,,29717,
,,,,,9982,
,,,,,7,
,,,,,34358,
,,,,,80663,
,,,,,665,
,,,,,952,
,,,,,1371,
,,,,,785,
,,,,,12691,
,,,,,625,
,,,,,9873,
,,,,,28152,
,,,,,134,
,,,,,21509,
,,,,,879,
,,,,,35068,
,,,,,2234,
,,,,,23759,
